customer_id,age,tenure_months,num_products,monthly_charges,avg_monthly_gb,support_calls,has_tech_support,paperless_billing,contract_type,internet_service,payment_method,monthly_spend,churn
C00878,53,32,2,40.47,12.0,2,1,1,Month-to-Month,None,Electronic Check,81.85,0
C00879,47,1,1,79.11,35.6,3,1,1,Two Year,None,Credit Card,82.85,1
C00880,31,7,3,38.61,11.8,2,1,1,Month-to-Month,None,Bank Transfer,105.99,1
C00881,40,7,1,53.16,10.3,1,1,0,Month-to-Month,Fiber,Credit Card,42.47,0
C00882,65,33,2,105.5,15.6,1,1,1,Month-to-Month,DSL,Electronic Check,206.7,0
C00883,45,1,3,40.71,20.9,0,0,0,Two Year,DSL,Mailed Check,112.05,0
C00884,75,3,1,27.12,26.1,1,1,1,One Year,DSL,Bank Transfer,40.75,0
C00885,24,48,1,26.9,8.0,1,0,0,Month-to-Month,None,Electronic Check,15.2,0
C00886,59,5,3,114.08,7.6,1,1,1,One Year,Fiber,Mailed Check,322.97,0
C00887,27,31,1,70.69,2.6,0,0,0,One Year,Fiber,Mailed Check,63.28,0
C00888,21,8,2,60.94,21.6,0,0,0,One Year,Fiber,Electronic Check,129.07,0
C00889,61,3,1,101.09,19.9,2,1,1,One Year,Fiber,Electronic Check,99.24,0
C00890,55,8,2,103.58,13.9,3,0,1,Two Year,Fiber,Electronic Check,188.54,0
C00891,30,38,1,53.22,14.5,1,0,1,Two Year,DSL,Electronic Check,44.42,0
C00892,38,58,1,89.36,11.4,2,0,0,One Year,Fiber,Bank Transfer,94.55,0
C00893,50,53,2,97.11,27.0,1,0,1,Month-to-Month,DSL,Electronic Check,185.39,0
C00894,57,15,1,85.47,14.0,2,1,1,One Year,DSL,Electronic Check,86.3,0
C00895,45,33,1,35.16,26.2,1,1,0,Two Year,Fiber,Credit Card,39.08,0
C00896,40,6,1,107.59,12.6,2,1,1,Month-to-Month,Fiber,Mailed Check,102.99,0
C00897,49,10,1,73.91,8.3,1,0,1,Two Year,DSL,Mailed Check,72.31,0
C00898,65,67,1,48.25,6.2,1,1,0,Month-to-Month,DSL,Bank Transfer,32.48,0
C00899,22,1,1,62.52,12.5,2,0,1,Month-to-Month,None,Credit Card,57.06,0
C00900,78,2,4,23.76,14.2,2,0,1,Two Year,None,Electronic Check,105.24,0
C00901,75,6,1,32.79,9.9,2,0,1,Month-to-Month,None,Mailed Check,27.92,0
C00902,43,1,2,96.55,9.8,1,1,0,Month-to-Month,DSL,Bank Transfer,185.91,0
C00903,56,6,1,20.0,5.9,1,0,1,Month-to-Month,None,Electronic Check,23.56,0
C00904,43,26,1,61.66,18.7,0,0,0,Month-to-Month,None,Bank Transfer,68.93,0
C00905,20,16,4,72.25,20.5,2,1,1,Month-to-Month,None,Credit Card,275.42,0
C00906,41,66,1,25.46,20.2,3,0,0,Month-to-Month,Fiber,Credit Card,33.18,0
C00907,70,51,4,117.31,25.9,1,1,1,Month-to-Month,None,Electronic Check,430.71,0
C00908,51,12,1,42.61,21.7,1,1,1,Two Year,DSL,Electronic Check,43.24,0
C00909,51,9,2,50.42,14.6,0,0,0,Two Year,DSL,Credit Card,95.41,0
C00910,37,14,2,50.39,1.7,0,0,1,Month-to-Month,Fiber,Mailed Check,101.56,0
C00911,72,26,3,43.04,26.6,0,0,1,One Year,Fiber,Electronic Check,118.66,0
C00912,47,9,2,20.15,6.1,0,1,0,Month-to-Month,Fiber,Bank Transfer,36.83,0
C00913,59,29,2,92.93,25.2,0,1,1,Month-to-Month,Fiber,Electronic Check,167.76,0
C00914,37,15,1,116.68,12.3,2,0,1,Month-to-Month,Fiber,Electronic Check,106.5,0
C00915,58,24,1,42.43,11.7,2,0,0,Two Year,None,Credit Card,43.04,0
C00916,35,17,4,86.3,25.4,2,0,1,Two Year,Fiber,Electronic Check,334.54,0
C00917,55,10,1,94.19,7.0,1,1,1,Month-to-Month,Fiber,Electronic Check,100.3,0
C00918,37,72,1,104.84,4.8,1,1,0,Month-to-Month,Fiber,Electronic Check,82.38,0
C00919,23,43,3,62.26,11.0,1,0,1,Month-to-Month,DSL,Bank Transfer,161.51,0
C00920,75,4,1,50.29,25.0,1,1,0,Month-to-Month,Fiber,Electronic Check,56.44,0
C00921,74,60,4,52.53,7.7,0,1,1,One Year,Fiber,Mailed Check,199.05,0
C00922,59,20,2,91.26,6.7,2,1,1,Month-to-Month,DSL,Bank Transfer,154.8,0
C00923,77,67,2,101.68,20.6,1,0,0,One Year,DSL,Credit Card,190.36,0
C00924,42,48,3,38.16,10.0,0,0,1,Month-to-Month,Fiber,Electronic Check,116.32,0
C00925,58,16,1,57.09,11.5,0,0,1,Two Year,Fiber,Credit Card,66.39,0
C00926,58,1,1,110.19,34.4,1,1,0,One Year,Fiber,Electronic Check,113.94,0
C00927,20,9,2,100.67,8.2,0,1,1,Month-to-Month,None,Bank Transfer,169.3,0
C00928,61,23,1,118.49,7.4,1,1,1,One Year,Fiber,Mailed Check,118.73,0
C00929,60,30,2,95.42,8.5,1,0,1,Two Year,DSL,Electronic Check,168.64,1
C00930,63,8,4,59.32,4.6,2,0,1,Month-to-Month,Fiber,Bank Transfer,220.15,0
C00931,74,4,2,79.06,7.7,1,0,0,Month-to-Month,DSL,Electronic Check,138.96,0
C00932,36,54,1,86.1,23.2,1,1,0,Two Year,Fiber,Electronic Check,89.9,0
C00933,27,72,4,27.85,15.5,0,0,1,Month-to-Month,Fiber,Mailed Check,110.49,0
C00934,68,22,2,74.45,34.4,2,0,1,Month-to-Month,DSL,Bank Transfer,161.48,0
C00935,22,5,2,90.93,12.8,1,1,1,Month-to-Month,Fiber,Electronic Check,158.81,1
C00936,39,9,1,36.73,15.1,2,0,0,Two Year,Fiber,Electronic Check,33.55,0
C00937,26,1,4,98.06,10.4,2,1,1,One Year,DSL,Electronic Check,371.13,0
C00938,50,72,2,78.38,23.2,0,0,1,Two Year,None,Mailed Check,154.54,0
C00939,32,3,3,115.22,34.4,3,1,0,Month-to-Month,Fiber,Mailed Check,321.42,0
C00940,41,25,3,24.24,16.7,0,1,0,Month-to-Month,DSL,Electronic Check,79.58,0
C00941,47,9,1,46.53,6.5,2,1,1,One Year,None,Electronic Check,37.13,1
C00942,79,24,2,80.16,22.1,1,1,0,One Year,None,Mailed Check,156.9,1
C00943,53,31,3,49.66,15.1,1,1,0,Month-to-Month,DSL,Bank Transfer,136.16,0
C00944,75,53,1,91.44,3.2,5,1,1,Month-to-Month,DSL,Bank Transfer,93.84,0
C00945,56,6,3,95.9,7.7,2,1,1,Month-to-Month,Fiber,Credit Card,255.93,0
C00946,23,1,4,30.25,19.4,2,1,1,One Year,DSL,Electronic Check,97.37,0
C00947,32,4,2,71.39,25.5,1,0,1,Two Year,Fiber,Credit Card,137.66,0
C00948,55,69,2,70.89,14.9,0,0,1,One Year,Fiber,Electronic Check,129.71,0
C00949,56,62,3,56.93,19.8,1,0,1,Two Year,Fiber,Credit Card,161.66,0
C00950,69,27,3,113.29,38.4,1,1,0,Month-to-Month,Fiber,Electronic Check,329.54,0
C00951,39,27,1,102.75,26.6,2,1,0,Two Year,DSL,Mailed Check,96.32,0
C00952,20,32,1,89.72,6.1,2,1,0,Two Year,DSL,Mailed Check,77.58,0
C00953,70,5,2,91.43,25.3,0,0,0,Month-to-Month,DSL,Mailed Check,177.18,0
C00954,46,72,2,66.17,12.0,3,0,0,Two Year,Fiber,Credit Card,119.83,0
C00955,46,16,2,112.1,5.5,1,0,0,Month-to-Month,Fiber,Bank Transfer,205.05,0
C00956,79,14,2,89.46,21.1,0,1,0,Two Year,DSL,Credit Card,175.88,0
C00957,48,21,1,92.9,4.0,3,0,0,Two Year,None,Bank Transfer,85.72,0
C00958,62,1,2,106.17,19.5,2,1,1,One Year,Fiber,Mailed Check,209.66,1
C00959,19,5,1,47.41,11.5,0,0,0,One Year,Fiber,Electronic Check,40.83,0
C00960,52,40,2,100.71,15.2,0,0,1,Month-to-Month,None,Credit Card,184.25,0
C00961,62,2,2,39.52,29.5,3,1,0,Month-to-Month,Fiber,Mailed Check,97.83,0
C00962,26,27,1,54.53,13.1,0,1,1,Month-to-Month,None,Bank Transfer,49.75,1
C00963,39,8,1,53.56,7.9,4,0,1,One Year,DSL,Mailed Check,71.76,1
C00964,36,14,2,117.85,12.0,2,1,1,One Year,Fiber,Mailed Check,225.86,0
C00965,67,10,2,105.65,16.0,1,0,1,Two Year,Fiber,Credit Card,191.6,0
C00966,54,13,1,90.12,6.6,0,1,1,Month-to-Month,Fiber,Electronic Check,89.09,0
C00967,27,38,4,92.71,11.7,0,1,0,Two Year,Fiber,Electronic Check,341.98,0
C00968,63,10,2,76.21,22.4,0,0,1,Two Year,None,Electronic Check,136.74,1
C00969,38,25,4,114.71,23.0,1,1,1,One Year,DSL,Credit Card,436.81,0
C00970,34,19,2,69.63,25.4,2,0,1,Month-to-Month,DSL,Electronic Check,144.6,0
C00971,20,32,2,58.05,12.5,0,1,0,Month-to-Month,DSL,Electronic Check,122.55,0
C00972,24,72,3,36.3,10.8,2,1,1,Month-to-Month,Fiber,Electronic Check,111.79,0
C00973,58,39,2,98.62,20.3,4,1,1,One Year,DSL,Mailed Check,190.46,0
C00974,54,7,2,93.44,29.9,1,0,1,One Year,DSL,Mailed Check,191.78,0
C00975,53,1,1,58.44,20.0,1,0,1,Two Year,DSL,Electronic Check,51.91,0
C00976,20,9,2,22.52,13.0,1,0,0,Month-to-Month,Fiber,Credit Card,62.91,0
C00977,75,27,1,103.9,4.2,4,1,0,Month-to-Month,DSL,Credit Card,101.57,0
C00978,30,1,1,21.14,27.6,3,1,1,One Year,None,Electronic Check,17.2,0
C00979,58,20,1,90.37,15.8,2,1,0,Two Year,Fiber,Bank Transfer,77.28,0
C00980,47,27,1,117.03,8.8,3,1,0,Two Year,Fiber,Bank Transfer,112.03,0
C00981,40,12,4,63.77,18.6,4,0,0,Two Year,DSL,Electronic Check,231.76,0
C00982,77,44,1,43.5,17.0,3,0,0,Month-to-Month,Fiber,Electronic Check,51.81,0
C00983,24,3,2,90.49,17.3,2,0,1,One Year,DSL,Mailed Check,163.65,0
C00984,47,2,3,101.71,6.4,1,0,0,Two Year,None,Mailed Check,267.64,0
C00985,46,39,2,74.64,1.9,1,0,1,Month-to-Month,DSL,Electronic Check,130.98,0
C00986,25,20,1,116.7,17.3,0,1,1,Month-to-Month,DSL,Credit Card,139.83,0
C00987,27,34,2,25.17,9.7,1,0,1,Month-to-Month,DSL,Mailed Check,41.4,0
C00988,50,17,2,70.48,23.1,1,0,0,Month-to-Month,Fiber,Bank Transfer,148.47,0
C00989,76,8,2,91.85,7.2,2,1,1,One Year,Fiber,Electronic Check,162.87,0
C00990,37,51,3,106.26,17.2,2,0,1,Month-to-Month,None,Mailed Check,294.79,1
C00991,46,48,4,37.93,6.7,0,1,1,Month-to-Month,DSL,Electronic Check,140.9,0
C00992,46,35,2,100.0,14.5,1,0,1,Month-to-Month,Fiber,Mailed Check,186.75,0
C00993,70,9,1,75.27,12.2,2,1,1,One Year,Fiber,Bank Transfer,74.3,0
C00994,38,26,2,59.66,28.9,0,1,1,Month-to-Month,DSL,Bank Transfer,124.54,0
C00995,18,13,1,33.17,20.5,1,0,0,One Year,DSL,Mailed Check,28.15,1
C00996,68,2,3,106.53,11.0,1,1,0,Month-to-Month,None,Bank Transfer,292.07,1
C00997,51,72,1,35.73,9.0,0,1,1,Month-to-Month,Fiber,Credit Card,36.21,0
C00998,61,4,1,50.98,5.1,2,1,0,Month-to-Month,None,Bank Transfer,52.87,1
C00999,72,72,3,49.0,11.7,2,0,0,Month-to-Month,DSL,Electronic Check,135.9,0
C01000,49,17,2,107.14,8.9,1,0,1,Month-to-Month,DSL,Bank Transfer,201.53,0
C01001,62,6,1,87.27,22.8,1,1,0,Month-to-Month,DSL,Electronic Check,84.72,0
C01002,31,23,2,99.67,23.0,5,1,1,Two Year,Fiber,Credit Card,186.49,0
C01003,54,61,3,45.05,14.6,4,0,1,One Year,None,Mailed Check,131.43,0
C01004,52,39,1,82.49,8.3,2,0,0,Month-to-Month,Fiber,Mailed Check,70.16,1
C01005,76,49,3,77.17,13.4,0,0,0,Month-to-Month,Fiber,Electronic Check,210.54,0
C01006,41,32,1,103.28,18.7,1,0,0,Two Year,None,Mailed Check,98.34,0
C01007,66,35,3,110.61,20.8,1,0,0,One Year,DSL,Credit Card,305.51,0
C01008,18,56,3,21.22,26.5,2,0,0,Month-to-Month,None,Electronic Check,71.0,0
C01009,63,8,1,87.4,50.3,0,0,0,One Year,DSL,Mailed Check,96.69,0
C01010,23,20,2,25.18,12.2,0,0,1,One Year,Fiber,Credit Card,56.43,0
C01011,66,7,1,74.89,19.6,3,1,0,One Year,None,Mailed Check,75.03,0
C01012,21,72,2,48.76,6.1,1,0,1,Month-to-Month,Fiber,Mailed Check,94.05,0
C01013,55,72,2,50.68,9.2,1,0,1,Month-to-Month,None,Bank Transfer,86.0,0
C01014,18,1,2,55.3,11.5,0,0,1,Month-to-Month,Fiber,Mailed Check,82.43,0
C01015,78,36,1,82.13,22.6,1,1,1,Two Year,None,Electronic Check,92.76,1
C01016,58,72,1,53.4,38.6,2,1,0,One Year,Fiber,Electronic Check,69.03,0
C01017,48,5,1,93.27,13.8,0,1,1,Month-to-Month,DSL,Bank Transfer,95.22,0
C01018,53,25,1,60.45,9.5,1,0,0,Two Year,None,Credit Card,69.7,0
C01019,26,72,2,26.84,13.2,2,1,0,Two Year,DSL,Electronic Check,47.4,0
C01020,58,1,3,98.38,10.9,1,0,1,Two Year,DSL,Electronic Check,256.61,1
C01021,78,35,2,48.58,12.7,2,0,0,Two Year,None,Mailed Check,101.62,0
C01022,71,10,2,63.28,2.0,0,1,0,Two Year,DSL,Credit Card,120.12,0
C01023,62,72,4,88.54,23.3,2,1,1,Month-to-Month,None,Electronic Check,339.24,0
C01024,40,72,2,53.25,10.3,3,1,1,Two Year,Fiber,Credit Card,114.27,0
C01025,48,72,4,25.66,12.9,2,1,0,Two Year,Fiber,Electronic Check,89.44,0
C01026,46,19,2,57.39,27.2,3,1,0,Month-to-Month,Fiber,Credit Card,124.4,0
C01027,66,59,1,114.44,16.3,3,0,1,Month-to-Month,Fiber,Mailed Check,109.12,0
C01028,38,55,1,84.17,12.1,3,0,1,Two Year,Fiber,Bank Transfer,89.53,0
C01029,20,11,2,87.15,13.4,2,0,0,Month-to-Month,DSL,Mailed Check,178.26,0
C01030,75,52,1,83.23,5.4,1,1,1,Two Year,Fiber,Bank Transfer,77.83,0
C01031,43,1,1,39.9,1.2,0,0,1,Month-to-Month,Fiber,Electronic Check,30.55,0
C01032,78,27,2,61.83,7.9,0,1,0,Month-to-Month,Fiber,Electronic Check,104.4,0
C01033,23,7,2,95.09,23.6,1,0,1,Month-to-Month,None,Mailed Check,164.93,0
C01034,37,3,2,30.14,26.8,0,0,1,Month-to-Month,DSL,Credit Card,79.27,0
C01035,64,2,1,47.79,9.1,2,0,0,One Year,Fiber,Bank Transfer,59.68,1
C01036,78,35,1,47.63,4.7,3,0,1,One Year,None,Mailed Check,53.31,0
C01037,63,12,2,63.2,24.0,2,1,0,Month-to-Month,Fiber,Bank Transfer,123.36,0
C01038,30,38,4,118.04,8.6,2,0,1,Month-to-Month,None,Electronic Check,435.54,0
C01039,58,2,2,26.75,11.2,1,0,1,Month-to-Month,DSL,Credit Card,56.2,0
C01040,40,11,4,71.87,21.0,0,0,0,Month-to-Month,Fiber,Bank Transfer,259.95,0
C01041,32,23,3,37.94,3.6,1,0,1,One Year,DSL,Bank Transfer,113.43,0
C01042,63,46,2,117.07,7.5,2,0,1,Month-to-Month,DSL,Mailed Check,218.55,0
C01043,48,11,1,31.33,4.9,3,0,0,Month-to-Month,Fiber,Credit Card,36.54,0
C01044,21,29,2,60.36,9.1,1,1,0,Month-to-Month,None,Credit Card,115.81,0
C01045,78,65,2,93.79,20.8,1,0,0,Month-to-Month,Fiber,Bank Transfer,180.29,0
C01046,28,28,2,90.46,31.7,1,0,1,Month-to-Month,Fiber,Mailed Check,181.5,0
C01047,71,7,2,62.27,15.2,1,1,1,Month-to-Month,Fiber,Bank Transfer,117.41,0
C01048,19,1,2,54.65,20.8,2,0,1,Two Year,Fiber,Bank Transfer,113.63,0
C01049,79,61,1,59.76,3.7,0,0,1,Two Year,Fiber,Mailed Check,71.24,0
C01050,33,1,2,46.43,15.2,3,1,1,Two Year,None,Electronic Check,94.88,0
C01051,68,62,1,40.53,12.5,2,0,0,Month-to-Month,Fiber,Mailed Check,51.66,0
C01052,48,22,3,68.3,19.3,2,1,0,Month-to-Month,Fiber,Bank Transfer,184.61,0
C01053,65,72,1,46.85,20.8,1,1,1,Month-to-Month,DSL,Mailed Check,59.07,0
C01054,76,48,1,48.75,4.5,2,1,1,One Year,None,Electronic Check,50.2,0
C01055,56,72,2,85.68,10.3,3,1,1,Two Year,None,Bank Transfer,167.98,0
C01056,60,12,2,116.85,24.3,1,0,1,Month-to-Month,DSL,Mailed Check,219.08,0
C01057,61,43,2,80.36,14.4,3,0,1,Month-to-Month,None,Electronic Check,159.73,0
C01058,21,15,1,27.7,3.0,0,0,1,One Year,DSL,Mailed Check,20.68,0
C01059,79,19,2,27.56,9.3,3,0,0,Two Year,None,Credit Card,63.37,0
C01060,65,29,1,115.14,3.5,3,1,1,Two Year,DSL,Bank Transfer,115.03,0
C01061,45,62,4,49.73,23.6,2,1,1,One Year,Fiber,Electronic Check,181.98,0
C01062,75,72,4,29.21,17.0,1,1,1,Two Year,Fiber,Credit Card,116.57,0
C01063,33,43,2,79.9,11.5,1,1,1,Month-to-Month,DSL,Electronic Check,147.81,0
C01064,56,16,1,82.36,10.7,2,0,1,Two Year,Fiber,Credit Card,83.37,0
C01065,42,16,2,84.85,25.5,1,1,1,Two Year,Fiber,Electronic Check,165.8,0
C01066,79,40,1,46.74,11.5,3,1,0,Two Year,DSL,Electronic Check,46.02,0
C01067,30,8,2,21.51,18.5,4,1,1,Month-to-Month,None,Mailed Check,43.31,0
C01068,22,3,1,116.5,11.4,3,0,1,Month-to-Month,Fiber,Mailed Check,122.09,0
C01069,47,13,4,45.09,29.1,1,1,0,Month-to-Month,DSL,Mailed Check,170.94,1
C01070,18,10,1,87.6,24.9,1,0,0,Month-to-Month,DSL,Credit Card,86.93,0
C01071,22,10,2,90.66,6.8,1,1,1,Two Year,None,Credit Card,156.54,1
C01072,71,7,2,81.0,14.9,1,1,0,Month-to-Month,None,Mailed Check,160.1,0
C01073,31,1,2,51.29,23.2,1,0,1,Month-to-Month,DSL,Mailed Check,112.22,0
C01074,28,1,1,47.11,37.8,1,1,1,One Year,DSL,Electronic Check,64.44,0
C01075,51,72,4,79.77,4.7,1,1,0,Month-to-Month,Fiber,Electronic Check,283.36,0
C01076,73,16,2,106.61,10.6,1,0,1,Month-to-Month,DSL,Bank Transfer,183.56,0
C01077,46,14,2,114.67,7.1,4,1,1,Month-to-Month,DSL,Electronic Check,214.43,1
C01078,35,34,1,30.59,9.7,0,1,1,One Year,None,Bank Transfer,39.57,0
C01079,32,7,2,35.48,16.6,3,1,1,Month-to-Month,DSL,Mailed Check,68.09,0
C01080,63,72,2,114.47,7.4,1,1,1,Two Year,Fiber,Electronic Check,210.34,0
C01081,42,46,1,93.65,19.1,2,1,0,Month-to-Month,DSL,Mailed Check,81.26,0
C01082,47,2,1,108.3,9.9,2,1,0,Two Year,Fiber,Electronic Check,96.1,0
C01083,62,16,3,40.26,14.7,1,0,0,Month-to-Month,Fiber,Mailed Check,119.15,0
C01084,19,63,1,78.76,12.2,1,0,1,Month-to-Month,Fiber,Credit Card,76.15,0
C01085,68,72,1,90.11,10.6,3,1,1,Month-to-Month,Fiber,Mailed Check,87.91,0
C01086,57,18,2,88.01,9.5,1,1,1,Month-to-Month,None,Electronic Check,172.28,0
C01087,44,28,3,60.82,16.6,1,1,1,Month-to-Month,Fiber,Bank Transfer,162.58,0
C01088,71,5,1,21.54,8.0,1,1,0,Month-to-Month,Fiber,Electronic Check,25.03,0
C01089,66,72,2,78.29,12.4,0,1,0,Month-to-Month,None,Bank Transfer,141.68,0
C01090,32,7,1,45.31,19.5,0,0,1,One Year,Fiber,Mailed Check,49.13,0
C01091,49,72,1,65.03,15.9,1,1,1,Month-to-Month,Fiber,Mailed Check,68.8,0
C01092,37,31,1,115.76,11.7,2,0,1,Month-to-Month,Fiber,Credit Card,99.91,0
C01093,70,28,3,59.9,3.5,1,1,0,One Year,Fiber,Bank Transfer,158.26,0
C01094,31,21,1,103.98,25.7,2,1,1,Two Year,Fiber,Electronic Check,103.12,0
C01095,44,7,1,38.85,9.3,1,1,1,Month-to-Month,Fiber,Electronic Check,42.79,0
C01096,20,5,2,87.25,26.5,0,0,1,Month-to-Month,DSL,Credit Card,179.11,1
C01097,66,7,3,117.7,11.8,1,1,0,Two Year,Fiber,Electronic Check,310.32,0
C01098,20,6,1,30.19,16.5,3,1,1,Month-to-Month,Fiber,Mailed Check,30.08,1
C01099,30,45,2,20.83,32.2,2,1,1,Two Year,None,Bank Transfer,52.42,0
C01100,42,12,1,63.36,23.6,1,0,1,Month-to-Month,Fiber,Bank Transfer,67.62,0
C01101,35,1,2,29.26,11.2,2,1,0,Two Year,None,Bank Transfer,61.59,0
C01102,18,72,2,94.84,16.4,0,1,0,Month-to-Month,DSL,Bank Transfer,168.99,0
C01103,56,64,2,111.45,14.6,1,1,1,Two Year,Fiber,Bank Transfer,206.29,0
C01104,78,72,1,63.4,18.9,0,1,0,Month-to-Month,DSL,Credit Card,63.21,0
C01105,72,72,1,45.87,22.3,1,0,1,One Year,Fiber,Bank Transfer,58.21,0
C01106,22,5,1,63.44,3.9,1,0,0,Month-to-Month,Fiber,Mailed Check,59.64,1
C01107,19,15,1,92.34,38.5,2,1,0,Month-to-Month,DSL,Mailed Check,98.8,0
C01108,47,42,1,20.91,11.7,0,0,1,One Year,DSL,Bank Transfer,34.41,0
C01109,34,35,3,78.95,24.5,2,1,1,Month-to-Month,DSL,Credit Card,221.18,0
C01110,46,5,4,81.33,18.7,0,0,1,Two Year,None,Electronic Check,295.75,0
C01111,70,50,4,83.77,38.9,2,1,1,Month-to-Month,Fiber,Electronic Check,325.73,0
C01112,59,7,3,44.2,16.0,1,0,0,Two Year,DSL,Credit Card,123.54,0
C01113,21,7,2,91.41,19.7,1,1,1,Month-to-Month,DSL,Bank Transfer,174.91,0
C01114,26,23,2,29.14,5.3,1,0,0,Two Year,None,Electronic Check,68.96,0
C01115,38,26,1,39.93,15.4,1,0,1,Two Year,None,Bank Transfer,39.72,1
C01116,60,26,2,107.75,25.1,0,0,0,Month-to-Month,None,Credit Card,198.77,0
C01117,75,2,2,93.87,17.9,1,0,0,Two Year,Fiber,Credit Card,176.2,0
C01118,29,62,2,21.37,6.4,2,1,0,Two Year,DSL,Bank Transfer,39.21,0
C01119,29,9,3,44.84,26.7,0,0,0,Month-to-Month,Fiber,Electronic Check,140.55,1
C01120,67,4,1,41.44,46.3,1,1,1,One Year,Fiber,Credit Card,49.5,0
C01121,21,65,1,47.08,11.6,1,1,1,Month-to-Month,None,Mailed Check,69.67,0
C01122,78,72,4,44.76,17.1,1,1,1,Two Year,Fiber,Credit Card,163.92,0
C01123,45,59,1,26.25,14.1,0,1,1,Month-to-Month,None,Electronic Check,34.88,0
C01124,26,49,2,65.89,4.9,0,1,0,Month-to-Month,Fiber,Electronic Check,128.53,0
C01125,57,31,4,93.27,25.4,0,1,0,Month-to-Month,None,Mailed Check,350.0,0
C01126,68,24,2,80.67,11.5,2,1,0,One Year,Fiber,Electronic Check,155.91,0
C01127,73,2,2,87.29,13.9,0,0,0,Two Year,Fiber,Bank Transfer,164.64,0
C01128,49,15,1,28.11,20.4,3,0,1,Two Year,Fiber,Credit Card,40.56,0
C01129,30,13,1,115.15,8.3,3,1,1,Month-to-Month,DSL,Bank Transfer,104.38,0
C01130,51,9,3,103.85,7.2,1,1,0,Month-to-Month,Fiber,Credit Card,278.77,0
C01131,36,38,2,100.51,18.6,1,1,0,One Year,DSL,Mailed Check,175.98,0
C01132,31,20,2,102.3,29.6,2,1,0,One Year,Fiber,Bank Transfer,202.42,0
C01133,22,2,1,113.27,7.6,2,0,0,Month-to-Month,Fiber,Credit Card,103.0,1
C01134,44,7,1,74.43,14.4,3,1,0,Month-to-Month,Fiber,Bank Transfer,77.18,0
C01135,45,34,4,40.03,21.1,3,1,1,Month-to-Month,Fiber,Mailed Check,152.12,0
C01136,79,2,1,81.68,33.2,2,0,0,Month-to-Month,None,Bank Transfer,100.04,0
C01137,43,57,2,94.29,11.8,3,1,1,One Year,None,Bank Transfer,174.31,0
C01138,27,20,1,93.79,11.1,0,0,0,Month-to-Month,Fiber,Electronic Check,84.99,1
C01139,41,19,2,72.14,28.5,1,1,0,Two Year,DSL,Credit Card,140.91,0
C01140,34,26,4,26.85,12.7,0,1,1,Month-to-Month,DSL,Credit Card,107.02,0
C01141,69,52,2,57.11,17.2,1,0,1,Month-to-Month,Fiber,Mailed Check,134.75,1
C01142,33,12,1,112.08,17.3,1,1,0,Two Year,Fiber,Bank Transfer,120.49,0
C01143,34,33,2,78.44,9.2,2,1,1,One Year,DSL,Bank Transfer,136.13,0
C01144,18,25,3,73.83,15.5,0,0,0,Month-to-Month,Fiber,Bank Transfer,208.98,0
C01145,77,9,2,46.89,14.6,2,0,0,One Year,Fiber,Mailed Check,85.43,0
C01146,38,63,3,56.84,6.0,1,1,1,Month-to-Month,Fiber,Credit Card,153.32,0
C01147,71,47,2,109.53,12.8,2,0,1,Two Year,DSL,Mailed Check,201.11,0
C01148,64,32,3,86.65,15.9,0,1,0,Month-to-Month,Fiber,Electronic Check,241.22,0
C01149,66,57,2,98.74,17.5,0,0,0,One Year,Fiber,Credit Card,193.51,0
C01150,60,60,1,65.43,22.1,0,1,1,Month-to-Month,Fiber,Bank Transfer,67.84,0
C01151,39,36,1,83.02,11.7,1,1,0,Month-to-Month,Fiber,Credit Card,81.91,0
C01152,22,54,1,44.84,16.8,1,0,0,Two Year,Fiber,Electronic Check,48.69,1
C01153,53,35,4,90.55,7.4,2,1,1,Two Year,None,Electronic Check,324.09,0
C01154,75,34,3,62.76,17.5,1,1,1,Month-to-Month,Fiber,Credit Card,173.87,0
C01155,38,28,2,64.25,26.8,1,1,0,Month-to-Month,DSL,Electronic Check,124.18,1
C01156,73,41,1,84.93,12.1,3,1,1,Month-to-Month,Fiber,Credit Card,87.79,1
C01157,26,5,1,113.63,8.9,2,1,1,One Year,DSL,Credit Card,103.74,0
C01158,44,63,3,26.4,14.8,1,1,1,One Year,DSL,Bank Transfer,92.83,0
C01159,65,61,2,102.47,13.5,1,1,1,One Year,Fiber,Electronic Check,184.93,0
C01160,79,1,1,49.24,21.5,2,1,1,Month-to-Month,None,Bank Transfer,48.79,0
C01161,29,52,2,64.39,18.4,0,0,0,Two Year,DSL,Credit Card,116.56,0
C01162,35,4,1,22.19,22.0,2,1,0,Month-to-Month,None,Mailed Check,30.11,0
C01163,71,12,1,50.1,9.7,1,0,1,Month-to-Month,Fiber,Mailed Check,45.63,0
C01164,52,40,2,70.26,16.2,2,0,1,One Year,None,Mailed Check,131.75,0
C01165,32,5,1,25.62,7.7,2,0,1,Two Year,DSL,Electronic Check,35.1,1
C01166,67,51,4,69.11,6.1,1,0,1,One Year,None,Credit Card,250.51,0
C01167,61,53,1,112.71,4.6,2,0,1,One Year,DSL,Credit Card,100.74,0
C01168,47,21,1,30.54,12.0,0,0,1,One Year,DSL,Credit Card,35.77,0
C01169,62,1,1,96.44,6.8,2,0,1,Two Year,DSL,Bank Transfer,91.69,1
C01170,50,10,3,60.97,4.1,0,1,1,Month-to-Month,None,Bank Transfer,172.7,0
